booking,name,service_class,preference,requested_seat,group_id
BR14475,Kirill Wilson,BUSINESS,ANY,,
BR14476,Roman Miller,ECONOMY,WINDOW,36A,
BR14477,Alexey Lee,ECONOMY,TOGETHER,,G53
BR14478,Maria Lee,ECONOMY,TOGETHER,,G53
BR14479,Vera Kang,ECONOMY,ANY,,
BR14480,Alina Wilson,ECONOMY,MIDDLE,5D,
BR14481,Irina Miller,ECONOMY,TOGETHER,,
BR14482,Kira Popova,BUSINESS,TOGETHER,,
BR14483,Yulia Volkova,ECONOMY,TOGETHER,,
BR14484,Daria Wilson,ECONOMY,ANY,,
BR14485,Stepan Orlov,ECONOMY,WINDOW,14G,
BR14486,Polina Ivanova,ECONOMY,TOGETHER,,G54
BR14487,Vera Sokolova,ECONOMY,TOGETHER,,G54
BR14488,Kirill Volkov,ECONOMY,TOGETHER,,G54
BR14489,Alina Orlova,ECONOMY,WINDOW,3E,
BR14490,Kirill Park,ECONOMY,TOGETHER,,
BR14491,Sergey Wilson,ECONOMY,ANY,,
BR14492,Kirill Orlov,ECONOMY,TOGETHER,,
BR14493,Daria Petrova,ECONOMY,WINDOW,,
BR14494,Oleg Miller,ECONOMY,ANY,,
BR14495,Pavel Popov,ECONOMY,TOGETHER,,G55
BR14496,Oleg Ivanov,ECONOMY,TOGETHER,,G55
BR14497,Polina Kang,BUSINESS,AISLE,41G,
BR14498,Denis Kang,ECONOMY,WINDOW,,
BR14499,Anna Park,ECONOMY,AISLE,,
BR14500,Oleg Kang,ECONOMY,MIDDLE,9K,
BR14501,Elena Miller,ECONOMY,MIDDLE,,
BR14502,Denis Popov,BUSINESS,WINDOW,26G,
BR14503,Oleg Petrov,ECONOMY,MIDDLE,,
BR14504,Anna Kim,ECONOMY,TOGETHER,,G56
BR14505,Maria Lee,ECONOMY,TOGETHER,,G56
BR14506,Denis Sokolov,ECONOMY,TOGETHER,,G56
BR14507,Alexey Petrov,ECONOMY,MIDDLE,,
BR14508,Alexey Park,ECONOMY,MIDDLE,,
BR14509,Kirill Wilson,ECONOMY,ANY,40D,
BR14510,Anna Popova,ECONOMY,TOGETHER,,
BR14511,Ivan Lee,ECONOMY,MIDDLE,15E,
BR14512,Mikhail Volkov,ECONOMY,WINDOW,10H,
BR14513,Anna Petrova,ECONOMY,TOGETHER,,G57
BR14514,Ivan Lee,ECONOMY,TOGETHER,,G57
BR14515,Stepan Petrov,ECONOMY,AISLE,,
BR14516,Stepan Wilson,ECONOMY,MIDDLE,40B,
BR14517,Oleg Park,ECONOMY,ANY,,
BR14518,Ivan Wilson,ECONOMY,WINDOW,1E,
BR14519,Alina Popova,ECONOMY,TOGETHER,,
BR14520,Nikita Popov,ECONOMY,AISLE,15K,
