booking,name,service_class,preference,requested_seat,group_id
BR15477,Kirill Kang,BUSINESS,TOGETHER,,G53
BR15478,Stepan Park,ECONOMY,TOGETHER,,G53
BR15479,Timur Kim,ECONOMY,MIDDLE,,
BR15480,Irina Park,ECONOMY,AISLE,,
BR15481,Mikhail Volkov,ECONOMY,MIDDLE,7K,
BR15482,Timur Park,BUSINESS,MIDDLE,14H,
BR15483,Denis Ivanov,BUSINESS,AISLE,20H,
BR15484,Kirill Wilson,ECONOMY,AISLE,,
BR15485,Polina Wilson,ECONOMY,MIDDLE,10K,
BR15486,Oleg Kim,BUSINESS,TOGETHER,,G54
BR15487,Roman Lee,ECONOMY,TOGETHER,,G54
BR15488,Alina Sokolova,ECONOMY,TOGETHER,,G54
BR15489,Olga Wilson,ECONOMY,WINDOW,12D,
BR15490,Kira Popova,ECONOMY,AISLE,,
BR15491,Olga Kang,ECONOMY,ANY,,
BR15492,Yulia Sokolova,ECONOMY,TOGETHER,,
BR15493,Elena Sokolova,ECONOMY,ANY,7H,
BR15494,Ivan Kang,ECONOMY,MIDDLE,,
BR15495,Alexey Miller,ECONOMY,TOGETHER,,G55
BR15496,Maria Miller,ECONOMY,TOGETHER,,G55
BR15497,Alina Volkova,ECONOMY,MIDDLE,,
BR15498,Daria Orlova,ECONOMY,WINDOW,45B,
BR15499,Yulia Kim,ECONOMY,ANY,44D,
BR15500,Maria Sokolova,ECONOMY,AISLE,28H,
BR15501,Pavel Wilson,ECONOMY,MIDDLE,7F,
BR15502,Elena Park,ECONOMY,ANY,3K,
BR15503,Daria Sokolova,ECONOMY,WINDOW,30G,
BR15504,Stepan Volkov,ECONOMY,TOGETHER,,G56
BR15505,Olga Petrova,ECONOMY,TOGETHER,,G56
BR15506,Irina Orlova,ECONOMY,TOGETHER,,G56
BR15507,Roman Kim,BUSINESS,TOGETHER,,
BR15508,Daria Ivanova,ECONOMY,TOGETHER,,
BR15509,Daria Park,ECONOMY,MIDDLE,,
BR15510,Roman Ivanov,ECONOMY,AISLE,33B,
BR15511,Timur Volkov,ECONOMY,WINDOW,,
BR15512,Oleg Ivanov,BUSINESS,WINDOW,,
BR15513,Irina Kang,ECONOMY,TOGETHER,,G57
BR15514,Sergey Popov,ECONOMY,TOGETHER,,G57
BR15515,Nikita Miller,ECONOMY,ANY,24D,
BR15516,Elena Park,BUSINESS,MIDDLE,,
BR15517,Irina Miller,ECONOMY,AISLE,12K,
BR15518,Timur Sokolov,BUSINESS,AISLE,,
BR15519,Mikhail Wilson,ECONOMY,TOGETHER,,
BR15520,Ivan Popov,ECONOMY,AISLE,28C,
BR15521,Sergey Kang,ECONOMY,ANY,2G,
BR15522,Alexey Petrov,ECONOMY,TOGETHER,,G58
BR15523,Roman Park,BUSINESS,TOGETHER,,G58
BR15524,Sofia Lee,ECONOMY,TOGETHER,,G58
BR15525,Sergey Miller,ECONOMY,AISLE,,
BR15526,Sergey Miller,ECONOMY,MIDDLE,,
BR15527,Polina Ivanova,ECONOMY,AISLE,,
BR15528,Sergey Park,ECONOMY,ANY,,
BR15529,Anna Orlova,ECONOMY,WINDOW,,
BR15530,Alexey Orlov,ECONOMY,AISLE,45H,
BR15531,Sergey Ivanov,BUSINESS,TOGETHER,,G59
BR15532,Daria Wilson,ECONOMY,TOGETHER,,G59
BR15533,Roman Park,ECONOMY,WINDOW,,
BR15534,Denis Petrov,ECONOMY,ANY,21A,
BR15535,Ivan Miller,ECONOMY,AISLE,2B,
BR15536,Roman Sokolov,ECONOMY,ANY,,
BR15537,Roman Kang,ECONOMY,AISLE,36D,
BR15538,Maria Miller,ECONOMY,TOGETHER,,
BR15539,Mikhail Ivanov,ECONOMY,AISLE,,
BR15540,Sergey Ivanov,ECONOMY,TOGETHER,,G60
BR15541,Mikhail Kang,ECONOMY,TOGETHER,,G60
BR15542,Oleg Kang,ECONOMY,TOGETHER,,G60
BR15543,Alexey Kang,ECONOMY,TOGETHER,,
BR15544,Olga Wilson,ECONOMY,TOGETHER,,
BR15545,Pavel Popov,ECONOMY,MIDDLE,,
BR15546,Sergey Kim,BUSINESS,ANY,,
BR15547,Elena Park,ECONOMY,WINDOW,,
BR15548,Vera Kang,ECONOMY,AISLE,,
BR15549,Daria Kang,ECONOMY,TOGETHER,,G61
BR15550,Alexey Miller,ECONOMY,TOGETHER,,G61
BR15551,Alexey Miller,ECONOMY,WINDOW,,
BR15552,Polina Sokolova,ECONOMY,WINDOW,38K,
BR15553,Oleg Ivanov,BUSINESS,ANY,,
BR15554,Oleg Park,BUSINESS,WINDOW,,
BR15555,Alexey Volkov,ECONOMY,AISLE,40E,
BR15556,Alina Wilson,ECONOMY,MIDDLE,,
BR15557,Daria Petrova,ECONOMY,AISLE,,
BR15558,Denis Wilson,BUSINESS,TOGETHER,,G62
BR15559,Polina Volkova,BUSINESS,TOGETHER,,G62
BR15560,Kirill Kang,ECONOMY,TOGETHER,,G62
BR15561,Kirill Miller,ECONOMY,MIDDLE,24A,
BR15562,Elena Petrova,BUSINESS,WINDOW,,
BR15563,Polina Kang,ECONOMY,TOGETHER,,
BR15564,Irina Wilson,ECONOMY,WINDOW,,
BR15565,Sofia Park,ECONOMY,TOGETHER,,
BR15566,Nikita Volkov,ECONOMY,AISLE,,
BR15567,Kirill Ivanov,ECONOMY,TOGETHER,,G63
BR15568,Roman Kim,ECONOMY,TOGETHER,,G63
BR15569,Stepan Lee,ECONOMY,ANY,,
BR15570,Polina Kim,ECONOMY,TOGETHER,,
BR15571,Sergey Wilson,ECONOMY,AISLE,38H,
BR15572,Kirill Volkov,ECONOMY,ANY,,
BR15573,Elena Wilson,ECONOMY,ANY,,
BR15574,Olga Petrova,ECONOMY,MIDDLE,,
BR15575,Sergey Park,ECONOMY,ANY,14J,
BR15576,Irina Miller,ECONOMY,TOGETHER,,G64
BR15577,Oleg Orlov,ECONOMY,TOGETHER,,G64
BR15578,Alina Kang,ECONOMY,TOGETHER,,G64
BR15579,Elena Kim,ECONOMY,WINDOW,10F,
BR15580,Mikhail Miller,ECONOMY,MIDDLE,,
BR15581,Kira Wilson,BUSINESS,ANY,19H,
BR15582,Polina Wilson,ECONOMY,TOGETHER,,
BR15583,Sergey Lee,BUSINESS,MIDDLE,,
BR15584,Yulia Volkova,ECONOMY,TOGETHER,,
BR15585,Kirill Orlov,ECONOMY,TOGETHER,,G65
BR15586,Alina Petrova,ECONOMY,TOGETHER,,G65
BR15587,Anna Miller,ECONOMY,WINDOW,29E,
BR15588,Stepan Ivanov,ECONOMY,WINDOW,,
BR15589,Yulia Orlova,ECONOMY,TOGETHER,,
BR15590,Yulia Ivanova,BUSINESS,WINDOW,,
BR15591,Stepan Petrov,BUSINESS,TOGETHER,,
BR15592,Pavel Kang,BUSINESS,ANY,15C,
BR15593,Stepan Kang,ECONOMY,MIDDLE,43K,
BR15594,Maria Volkova,ECONOMY,TOGETHER,,G66
BR15595,Elena Popova,ECONOMY,TOGETHER,,G66
BR15596,Olga Park,ECONOMY,TOGETHER,,G66
BR15597,Yulia Park,ECONOMY,ANY,,
BR15598,Timur Miller,ECONOMY,WINDOW,,
BR15599,Pavel Orlov,ECONOMY,MIDDLE,3G,
BR15600,Nikita Park,ECONOMY,WINDOW,,
BR15601,Nikita Orlov,ECONOMY,AISLE,,
BR15602,Oleg Kim,ECONOMY,ANY,,
BR15603,Olga Orlova,ECONOMY,TOGETHER,,G67
BR15604,Alexey Orlov,ECONOMY,TOGETHER,,G67
BR15605,Yulia Miller,BUSINESS,MIDDLE,,
BR15606,Kirill Orlov,ECONOMY,AISLE,,
BR15607,Yulia Lee,ECONOMY,MIDDLE,23H,
BR15608,Alexey Volkov,ECONOMY,ANY,19G,
BR15609,Anna Orlova,ECONOMY,TOGETHER,,
BR15610,Denis Ivanov,ECONOMY,WINDOW,,
BR15611,Daria Popova,ECONOMY,MIDDLE,,
BR15612,Denis Ivanov,ECONOMY,TOGETHER,,G68
BR15613,Elena Petrova,ECONOMY,TOGETHER,,G68
BR15614,Stepan Kang,ECONOMY,TOGETHER,,G68
BR15615,Ivan Kang,BUSINESS,ANY,,
BR15616,Oleg Volkov,ECONOMY,WINDOW,,
BR15617,Sofia Ivanova,ECONOMY,TOGETHER,,
BR15618,Denis Kim,ECONOMY,WINDOW,5K,
BR15619,Irina Lee,ECONOMY,AISLE,,
BR15620,Denis Wilson,BUSINESS,TOGETHER,,
